Date,Plant,MachineID,MachineType,Shift,Operator,ProductionUnits,DowntimeHours,Defects,MaintenanceEvent,PlannedProduction,UtilizationRate,DefectRate,PlantProductionCapacity,MachineAge,MachineAgeGroup,YearMonth,ProductionEfficiency,DowntimeImpact,DowntimeImpactUnits
2025-02-14,Plant B,M10,Packaging,Morning,Ava,316,0.6,4,No,341,0.925,0.012658227848101266,4200,6,Mid-life,2025-02,0.9266862170087976,0.07331378299120239,25
2025-02-14,Plant C,M11,Cutting,Morning,Zoe,233,0.7,3,No,258,0.9125,0.012875536480686695,3000,2,New,2025-02,0.9031007751937985,0.0968992248062015,25
2025-02-14,Plant C,M12,Cutting,Morning,Nina,219,0.7,3,No,246,0.9125,0.0136986301369863,3000,9,Old,2025-02,0.8902439024390244,0.1097560975609756,27
2025-02-14,Plant C,M13,Assembly,Afternoon,Owen,190,1.3,4,No,231,0.8375,0.021052631578947368,3000,5,Mid-life,2025-02,0.8225108225108225,0.17748917748917747,41
2025-02-14,Plant C,M14,Assembly,Afternoon,Aria,172,1.1,3,No,212,0.8625,0.01744186046511628,3000,3,New,2025-02,0.8113207547169812,0.18867924528301883,40
2025-02-14,Plant C,M15,Packaging,Afternoon,Mila,231,0.8,5,No,269,0.9,0.021645021645021644,3000,10,Old,2025-02,0.8587360594795539,0.1412639405204461,38
2025-02-14,Plant A,M01,Cutting,Night,Noah,231,1.6,7,No,301,0.8,0.030303030303030304,6000,3,New,2025-02,0.7674418604651163,0.2325581395348837,70
2025-02-14,Plant A,M02,Cutting,Night,Chloe,227,1.4,6,No,285,0.825,0.02643171806167401,6000,4,New,2025-02,0.7964912280701755,0.20350877192982453,58
2025-02-17,Plant C,M13,Assembly,Morning,Leo,203,1.0,3,No,237,0.875,0.014778325123152709,3000,5,Mid-life,2025-02,0.8565400843881856,0.14345991561181437,34
2025-02-17,Plant C,M14,Assembly,Morning,Zoe,194,0.9,3,No,221,0.8875,0.015463917525773196,3000,3,New,2025-02,0.8778280542986425,0.12217194570135748,27
2025-02-17,Plant C,M15,Packaging,Morning,Nina,258,0.9,4,No,293,0.8875,0.015503875968992248,3000,10,Old,2025-02,0.8805460750853242,0.11945392491467577,35
2025-02-17,Plant A,M01,Cutting,Morning,Liam,335,0.4,4,No,351,0.95,0.011940298507462687,6000,3,New,2025-02,0.9544159544159544,0.04558404558404561,16
2025-02-17,Plant A,M02,Cutting,Afternoon,Ethan,263,1.0,4,No,312,0.875,0.015209125475285171,6000,4,New,2025-02,0.842948717948718,0.15705128205128205,49
2025-02-17,Plant A,M03,Assembly,Afternoon,Camille,155,3.2,6,No,285,0.6,0.03870967741935484,6000,11,Old,2025-02,0.543859649122807,0.45614035087719296,130
2025-02-17,Plant A,M04,Packaging,Afternoon,Mia,287,0.9,5,No,336,0.8875,0.017421602787456445,6000,5,Mid-life,2025-02,0.8541666666666666,0.14583333333333337,49
2025-02-17,Plant A,M05,Packaging,Night,Chloe,247,1.7,7,No,330,0.7875,0.02834008097165992,6000,6,Mid-life,2025-02,0.7484848484848485,0.25151515151515147,83
2025-02-17,Plant B,M06,Cutting,Night,Lina,198,1.6,6,No,260,0.8,0.030303030303030304,4200,7,Mid-life,2025-02,0.7615384615384615,0.2384615384615385,62
2025-02-17,Plant B,M07,Assembly,Night,James,164,2.2,7,No,235,0.725,0.042682926829268296,4200,12,Old,2025-02,0.6978723404255319,0.3021276595744681,71
2025-02-18,Plant A,M02,Cutting,Morning,Sofia,302,0.9,3,No,339,0.8875,0.009933774834437087,6000,4,New,2025-02,0.8908554572271387,0.10914454277286134,37
2025-02-18,Plant A,M03,Assembly,Morning,Hugo,178,3.0,6,No,314,0.625,0.033707865168539325,6000,11,Old,2025-02,0.5668789808917197,0.43312101910828027,136
2025-02-18,Plant A,M04,Packaging,Morning,Liam,333,0.7,5,No,372,0.9125,0.015015015015015015,6000,5,Mid-life,2025-02,0.8951612903225806,0.10483870967741937,39
2025-02-18,Plant A,M05,Packaging,Morning,Sofia,370,0.2,4,No,382,0.975,0.010810810810810811,6000,6,Mid-life,2025-02,0.9685863874345549,0.03141361256544506,12
2025-02-18,Plant B,M06,Cutting,Afternoon,Nathan,247,0.9,6,No,287,0.8875,0.024291497975708502,4200,7,Mid-life,2025-02,0.8606271777003485,0.13937282229965153,40
2025-02-18,Plant B,M07,Assembly,Afternoon,Ella,186,2.1,6,No,262,0.7375,0.03225806451612903,4200,12,Old,2025-02,0.7099236641221374,0.29007633587786263,76
2025-02-18,Plant B,M08,Assembly,Afternoon,Mason,216,1.2,4,No,259,0.85,0.018518518518518517,4200,4,New,2025-02,0.833976833976834,0.16602316602316602,43
2025-02-18,Plant B,M09,Packaging,Night,Lina,227,1.2,6,No,283,0.85,0.02643171806167401,4200,8,Mid-life,2025-02,0.8021201413427562,0.19787985865724378,56
2025-02-18,Plant B,M10,Packaging,Night,James,224,1.6,6,No,290,0.8,0.026785714285714284,4200,6,Mid-life,2025-02,0.7724137931034483,0.22758620689655173,66
2025-02-19,Plant B,M06,Cutting,Morning,Emma,281,0.5,3,No,300,0.9375,0.010676156583629894,4200,7,Mid-life,2025-02,0.9366666666666666,0.06333333333333335,19
2025-02-19,Plant B,M07,Assembly,Morning,Ava,229,1.4,5,No,279,0.825,0.021834061135371178,4200,12,Old,2025-02,0.8207885304659498,0.1792114695340502,50
2025-02-19,Plant B,M08,Assembly,Morning,Lucas,260,0.9,4,No,291,0.8875,0.015384615384615385,4200,4,New,2025-02,0.8934707903780069,0.10652920962199308,31
2025-02-19,Plant B,M09,Packaging,Morning,Emma,314,0.5,4,No,335,0.9375,0.012738853503184714,4200,8,Mid-life,2025-02,0.9373134328358209,0.06268656716417909,21
2025-02-19,Plant B,M10,Packaging,Afternoon,Ella,264,1.1,5,No,322,0.8625,0.01893939393939394,4200,6,Mid-life,2025-02,0.8198757763975155,0.18012422360248448,58
2025-02-19,Plant C,M11,Cutting,Afternoon,Aria,200,1.3,4,No,251,0.8375,0.02,3000,2,New,2025-02,0.796812749003984,0.20318725099601598,51
2025-02-19,Plant C,M12,Cutting,Afternoon,Mila,203,0.8,5,No,236,0.9,0.024630541871921183,3000,9,Old,2025-02,0.8601694915254238,0.13983050847457623,33
2025-02-19,Plant C,M13,Assembly,Night,Jack,163,1.6,5,No,208,0.8,0.03067484662576687,3000,5,Mid-life,2025-02,0.7836538461538461,0.21634615384615385,45
2025-02-19,Plant C,M14,Assembly,Night,Mila,141,2.1,4,No,201,0.7375,0.028368794326241134,3000,3,New,2025-02,0.7014925373134329,0.29850746268656714,60
2025-02-20,Plant B,M10,Packaging,Morning,Ava,305,0.8,4,No,346,0.9,0.013114754098360656,4200,6,Mid-life,2025-02,0.8815028901734104,0.11849710982658956,41
2025-02-20,Plant C,M11,Cutting,Morning,Zoe,235,0.9,4,No,271,0.8875,0.01702127659574468,3000,2,New,2025-02,0.8671586715867159,0.1328413284132841,36
2025-02-20,Plant C,M12,Cutting,Morning,Nina,224,0.7,3,No,247,0.9125,0.013392857142857142,3000,9,Old,2025-02,0.9068825910931174,0.09311740890688258,23
2025-02-20,Plant C,M13,Assembly,Morning,Leo,201,1.2,3,No,239,0.85,0.014925373134328358,3000,5,Mid-life,2025-02,0.8410041841004184,0.15899581589958156,38
2025-02-20,Plant C,M14,Assembly,Afternoon,Aria,173,1.2,4,No,210,0.85,0.023121387283236993,3000,3,New,2025-02,0.8238095238095238,0.17619047619047623,37
2025-02-20,Plant C,M15,Packaging,Afternoon,Mila,243,0.9,5,No,279,0.8875,0.0205761316872428,3000,10,Old,2025-02,0.8709677419354839,0.12903225806451613,36
2025-02-20,Plant A,M01,Cutting,Afternoon,Mia,289,0.8,6,No,326,0.9,0.020761245674740483,6000,3,New,2025-02,0.8865030674846626,0.11349693251533743,37
2025-02-20,Plant A,M02,Cutting,Night,Chloe,246,1.0,7,No,291,0.875,0.028455284552845527,6000,4,New,2025-02,0.845360824742268,0.15463917525773196,45
2025-02-20,Plant A,M03,Assembly,Night,Lucas,102,4.5,5,Yes,260,0.4375,0.049019607843137254,6000,11,Old,2025-02,0.3923076923076923,0.6076923076923078,158
2025-02-20,Plant A,M04,Packaging,Night,Noah,244,1.6,6,No,314,0.8,0.02459016393442623,6000,5,Mid-life,2025-02,0.7770700636942676,0.22292993630573243,70
2025-02-21,Plant C,M14,Assembly,Morning,Zoe,194,0.8,3,No,224,0.9,0.015463917525773196,3000,3,New,2025-02,0.8660714285714286,0.1339285714285714,30
2025-02-21,Plant C,M15,Packaging,Morning,Nina,272,0.6,4,No,297,0.925,0.014705882352941176,3000,10,Old,2025-02,0.9158249158249159,0.08417508417508412,25
2025-02-21,Plant A,M01,Cutting,Morning,Liam,297,0.9,4,No,342,0.8875,0.013468013468013467,6000,3,New,2025-02,0.868421052631579,0.13157894736842102,45
2025-02-21,Plant A,M02,Cutting,Morning,Sofia,280,1.0,3,No,323,0.875,0.010714285714285714,6000,4,New,2025-02,0.8668730650154799,0.1331269349845201,43
2025-02-21,Plant A,M03,Assembly,Afternoon,Camille,169,2.9,6,No,287,0.6375,0.03550295857988166,6000,11,Old,2025-02,0.5888501742160279,0.4111498257839721,118
2025-02-21,Plant A,M04,Packaging,Afternoon,Mia,281,1.0,5,No,333,0.875,0.017793594306049824,6000,5,Mid-life,2025-02,0.8438438438438438,0.1561561561561562,52
2025-02-21,Plant A,M05,Packaging,Afternoon,Ethan,294,1.2,6,No,357,0.85,0.02040816326530612,6000,6,Mid-life,2025-02,0.8235294117647058,0.17647058823529416,63
2025-02-21,Plant B,M06,Cutting,Night,Lina,184,1.9,6,No,258,0.7625,0.03260869565217391,4200,7,Mid-life,2025-02,0.7131782945736435,0.28682170542635654,74
2025-02-21,Plant B,M07,Assembly,Night,James,171,2.2,7,No,240,0.725,0.04093567251461988,4200,12,Old,2025-02,0.7125,0.2875,69
2025-02-24,Plant A,M03,Assembly,Morning,Hugo,268,1.0,4,No,306,0.875,0.014925373134328358,6000,11,Old,2025-02,0.8758169934640523,0.12418300653594772,38
2025-02-24,Plant A,M04,Packaging,Morning,Liam,312,0.9,3,No,356,0.8875,0.009615384615384616,6000,5,Mid-life,2025-02,0.8764044943820225,0.1235955056179775,44
2025-02-24,Plant A,M05,Packaging,Morning,Sofia,340,0.8,4,No,381,0.9,0.011764705882352941,6000,6,Mid-life,2025-02,0.8923884514435696,0.1076115485564304,41
2025-02-24,Plant B,M06,Cutting,Morning,Emma,271,0.5,3,No,297,0.9375,0.01107011070110701,4200,7,Mid-life,2025-02,0.9124579124579124,0.08754208754208759,26
2025-02-24,Plant B,M07,Assembly,Afternoon,Ella,182,2.0,5,No,251,0.75,0.027472527472527472,4200,12,Old,2025-02,0.7250996015936255,0.2749003984063745,69
2025-02-24,Plant B,M08,Assembly,Afternoon,Mason,202,1.4,4,No,254,0.825,0.019801980198019802,4200,4,New,2025-02,0.7952755905511811,0.20472440944881887,52
2025-02-24,Plant B,M09,Packaging,Afternoon,Nathan,234,1.4,5,No,293,0.825,0.021367521367521368,4200,8,Mid-life,2025-02,0.7986348122866894,0.20136518771331058,59
2025-02-24,Plant B,M10,Packaging,Night,James,220,1.8,6,No,298,0.775,0.02727272727272727,4200,6,Mid-life,2025-02,0.738255033557047,0.261744966442953,78
2025-02-24,Plant C,M11,Cutting,Night,Mila,166,1.6,5,No,218,0.8,0.030120481927710843,3000,2,New,2025-02,0.7614678899082569,0.23853211009174313,52
2025-02-25,Plant B,M07,Assembly,Morning,Ava,227,1.6,6,No,280,0.8,0.02643171806167401,4200,12,Old,2025-02,0.8107142857142857,0.18928571428571428,53
2025-02-25,Plant B,M08,Assembly,Morning,Lucas,257,0.9,3,No,291,0.8875,0.011673151750972763,4200,4,New,2025-02,0.8831615120274914,0.11683848797250862,34
2025-02-25,Plant B,M09,Packaging,Morning,Emma,291,0.8,4,No,324,0.9,0.013745704467353952,4200,8,Mid-life,2025-02,0.8981481481481481,0.10185185185185186,33
2025-02-25,Plant B,M10,Packaging,Morning,Ava,305,0.5,3,No,336,0.9375,0.009836065573770493,4200,6,Mid-life,2025-02,0.9077380952380952,0.09226190476190477,31
2025-02-25,Plant C,M11,Cutting,Afternoon,Aria,194,1.4,4,No,242,0.825,0.020618556701030927,3000,2,New,2025-02,0.8016528925619835,0.19834710743801653,48
2025-02-25,Plant C,M12,Cutting,Afternoon,Mila,192,1.2,4,No,227,0.85,0.020833333333333332,3000,9,Old,2025-02,0.8458149779735683,0.1541850220264317,35
2025-02-25,Plant C,M13,Assembly,Afternoon,Owen,170,1.6,4,No,218,0.8,0.023529411764705882,3000,5,Mid-life,2025-02,0.7798165137614679,0.22018348623853212,48
2025-02-25,Plant C,M14,Assembly,Night,Mila,150,1.6,4,No,195,0.8,0.02666666666666667,3000,3,New,2025-02,0.7692307692307693,0.23076923076923073,45
2025-02-25,Plant C,M15,Packaging,Night,Sami,206,1.3,6,No,256,0.8375,0.02912621359223301,3000,10,Old,2025-02,0.8046875,0.1953125,50
2025-02-25,Plant A,M01,Cutting,Night,Noah,234,1.3,6,No,295,0.8375,0.02564102564102564,6000,3,New,2025-02,0.7932203389830509,0.2067796610169491,61
2025-02-26,Plant C,M11,Cutting,Morning,Zoe,239,0.6,3,No,261,0.925,0.012552301255230125,3000,2,New,2025-02,0.9157088122605364,0.08429118773946365,22
2025-02-26,Plant C,M12,Cutting,Morning,Nina,226,0.6,3,No,250,0.925,0.01327433628318584,3000,9,Old,2025-02,0.904,0.09599999999999997,24
2025-02-26,Plant C,M13,Assembly,Morning,Leo,212,0.9,3,No,243,0.8875,0.014150943396226415,3000,5,Mid-life,2025-02,0.8724279835390947,0.12757201646090532,31
2025-02-26,Plant C,M14,Assembly,Morning,Zoe,197,0.9,3,No,220,0.8875,0.015228426395939087,3000,3,New,2025-02,0.8954545454545455,0.1045454545454545,23
2025-02-26,Plant C,M15,Packaging,Afternoon,Mila,226,1.3,4,No,275,0.8375,0.017699115044247787,3000,10,Old,2025-02,0.8218181818181818,0.17818181818181822,49
2025-02-26,Plant A,M01,Cutting,Afternoon,Mia,264,1.1,5,No,318,0.8625,0.01893939393939394,6000,3,New,2025-02,0.8301886792452831,0.16981132075471694,54
2025-02-26,Plant A,M02,Cutting,Afternoon,Ethan,274,0.6,4,No,310,0.925,0.014598540145985401,6000,4,New,2025-02,0.8838709677419355,0.11612903225806448,36
2025-02-26,Plant A,M03,Assembly,Night,Lucas,190,2.0,7,No,266,0.75,0.03684210526315789,6000,11,Old,2025-02,0.7142857142857143,0.2857142857142857,76
2025-02-26,Plant A,M04,Packaging,Night,Noah,248,1.3,7,No,318,0.8375,0.028225806451612902,6000,5,Mid-life,2025-02,0.779874213836478,0.22012578616352196,70
2025-02-27,Plant C,M15,Packaging,Morning,Nina,261,0.9,3,No,295,0.8875,0.011494252873563218,3000,10,Old,2025-02,0.8847457627118644,0.11525423728813555,34
2025-02-27,Plant A,M01,Cutting,Morning,Liam,333,0.4,3,No,353,0.95,0.009009009009009009,6000,3,New,2025-02,0.943342776203966,0.056657223796033995,20
2025-02-27,Plant A,M02,Cutting,Morning,Sofia,285,0.9,4,No,327,0.8875,0.014035087719298246,6000,4,New,2025-02,0.8715596330275229,0.12844036697247707,42
2025-02-27,Plant A,M03,Assembly,Morning,Hugo,258,1.3,5,No,308,0.8375,0.01937984496124031,6000,11,Old,2025-02,0.8376623376623377,0.16233766233766234,50
2025-02-27,Plant A,M04,Packaging,Afternoon,Mia,283,0.9,5,No,327,0.8875,0.0176678445229682,6000,5,Mid-life,2025-02,0.8654434250764526,0.13455657492354745,44
2025-02-27,Plant A,M05,Packaging,Afternoon,Ethan,300,0.9,5,No,351,0.8875,0.016666666666666666,6000,6,Mid-life,2025-02,0.8547008547008547,0.14529914529914534,51
2025-02-27,Plant B,M06,Cutting,Afternoon,Nathan,231,1.0,5,No,275,0.875,0.021645021645021644,4200,7,Mid-life,2025-02,0.84,0.16000000000000003,44
2025-02-27,Plant B,M07,Assembly,Night,James,161,2.3,6,No,238,0.7125,0.037267080745341616,4200,12,Old,2025-02,0.6764705882352942,0.32352941176470584,77
2025-02-27,Plant B,M08,Assembly,Night,Harper,190,1.3,5,No,240,0.8375,0.02631578947368421,4200,4,New,2025-02,0.7916666666666666,0.20833333333333337,50
2025-02-28,Plant A,M04,Packaging,Morning,Liam,318,0.7,3,No,351,0.9125,0.009433962264150943,6000,5,Mid-life,2025-02,0.905982905982906,0.09401709401709402,33
2025-02-28,Plant A,M05,Packaging,Morning,Sofia,348,0.6,4,No,380,0.925,0.011494252873563218,6000,6,Mid-life,2025-02,0.9157894736842105,0.08421052631578951,32
2025-02-28,Plant B,M06,Cutting,Morning,Emma,271,0.5,4,No,293,0.9375,0.014760147601476014,4200,7,Mid-life,2025-02,0.9249146757679181,0.07508532423208192,22
2025-02-28,Plant B,M07,Assembly,Morning,Ava,206,1.7,5,No,262,0.7875,0.024271844660194174,4200,12,Old,2025-02,0.7862595419847328,0.2137404580152672,56
2025-02-28,Plant B,M08,Assembly,Afternoon,Mason,222,1.0,4,No,262,0.875,0.018018018018018018,4200,4,New,2025-02,0.8473282442748091,0.15267175572519087,40
2025-02-28,Plant B,M09,Packaging,Afternoon,Nathan,234,1.3,5,No,291,0.8375,0.021367521367521368,4200,8,Mid-life,2025-02,0.8041237113402062,0.19587628865979378,57
2025-02-28,Plant B,M10,Packaging,Afternoon,Ella,265,0.9,5,No,308,0.8875,0.018867924528301886,4200,6,Mid-life,2025-02,0.8603896103896104,0.13961038961038963,43
2025-02-28,Plant C,M11,Cutting,Night,Mila,170,1.6,5,No,222,0.8,0.029411764705882353,3000,2,New,2025-02,0.7657657657657657,0.23423423423423428,52
2025-02-28,Plant C,M12,Cutting,Night,Sami,171,1.3,5,No,214,0.8375,0.029239766081871343,3000,9,Old,2025-02,0.7990654205607477,0.2009345794392523,43
2025-03-03,Plant B,M08,Assembly,Morning,Lucas,267,0.5,4,No,290,0.9375,0.0149812734082397,4200,4,New,2025-03,0.9206896551724137,0.07931034482758625,23
2025-03-03,Plant B,M09,Packaging,Morning,Emma,293,0.8,4,No,331,0.9,0.013651877133105802,4200,8,Mid-life,2025-03,0.8851963746223565,0.11480362537764355,38
2025-03-03,Plant B,M10,Packaging,Morning,Ava,309,0.7,4,No,344,0.9125,0.012944983818770227,4200,6,Mid-life,2025-03,0.8982558139534884,0.10174418604651159,35
2025-03-03,Plant C,M11,Cutting,Morning,Zoe,234,0.9,3,No,258,0.8875,0.01282051282051282,3000,2,New,2025-03,0.9069767441860465,0.09302325581395354,24
2025-03-03,Plant C,M12,Cutting,Afternoon,Mila,197,1.0,4,No,231,0.875,0.02030456852791878,3000,9,Old,2025-03,0.8528138528138528,0.1471861471861472,34
2025-03-03,Plant C,M13,Assembly,Afternoon,Owen,176,1.5,4,No,223,0.8125,0.022727272727272728,3000,5,Mid-life,2025-03,0.7892376681614349,0.21076233183856508,47
2025-03-03,Plant C,M14,Assembly,Afternoon,Aria,157,1.6,4,No,202,0.8,0.025477707006369428,3000,3,New,2025-03,0.7772277227722773,0.22277227722772275,45
2025-03-03,Plant C,M15,Packaging,Night,Sami,197,1.4,6,No,249,0.825,0.030456852791878174,3000,10,Old,2025-03,0.7911646586345381,0.2088353413654619,52
2025-03-03,Plant A,M01,Cutting,Night,Noah,228,1.5,7,No,300,0.8125,0.03070175438596491,6000,3,New,2025-03,0.76,0.24,72
2025-03-03,Plant A,M02,Cutting,Night,Chloe,225,1.3,6,No,287,0.8375,0.02666666666666667,6000,4,New,2025-03,0.7839721254355401,0.21602787456445993,62
2025-03-04,Plant C,M12,Cutting,Morning,Nina,208,0.9,3,No,242,0.8875,0.014423076923076924,3000,9,Old,2025-03,0.859504132231405,0.14049586776859502,34
2025-03-04,Plant C,M13,Assembly,Morning,Leo,204,1.1,3,No,241,0.8625,0.014705882352941176,3000,5,Mid-life,2025-03,0.8464730290456431,0.15352697095435686,37
2025-03-04,Plant C,M14,Assembly,Morning,Zoe,197,1.1,3,No,230,0.8625,0.015228426395939087,3000,3,New,2025-03,0.8565217391304348,0.14347826086956517,33
2025-03-04,Plant C,M15,Packaging,Morning,Nina,278,0.5,3,No,300,0.9375,0.01079136690647482,3000,10,Old,2025-03,0.9266666666666666,0.07333333333333336,22
2025-03-04,Plant A,M01,Cutting,Afternoon,Mia,291,1.0,5,No,333,0.875,0.01718213058419244,6000,3,New,2025-03,0.8738738738738738,0.12612612612612617,42
2025-03-04,Plant A,M02,Cutting,Afternoon,Ethan,257,1.4,5,No,316,0.825,0.019455252918287938,6000,4,New,2025-03,0.8132911392405063,0.18670886075949367,59
2025-03-04,Plant A,M03,Assembly,Afternoon,Camille,225,1.7,6,No,294,0.7875,0.02666666666666667,6000,11,Old,2025-03,0.7653061224489796,0.23469387755102045,69
2025-03-04,Plant A,M04,Packaging,Night,Noah,266,1.0,7,No,318,0.875,0.02631578947368421,6000,5,Mid-life,2025-03,0.8364779874213837,0.16352201257861632,52
2025-03-04,Plant A,M05,Packaging,Night,Chloe,286,1.0,8,No,338,0.875,0.027972027972027972,6000,6,Mid-life,2025-03,0.8461538461538461,0.15384615384615385,52
2025-03-05,Plant A,M01,Cutting,Morning,Liam,318,0.6,3,No,356,0.925,0.009433962264150943,6000,3,New,2025-03,0.8932584269662921,0.1067415730337079,38
2025-03-05,Plant A,M02,Cutting,Morning,Sofia,297,0.9,4,No,342,0.8875,0.013468013468013467,6000,4,New,2025-03,0.868421052631579,0.13157894736842102,45
2025-03-05,Plant A,M03,Assembly,Morning,Hugo,257,1.4,5,No,317,0.825,0.019455252918287938,6000,11,Old,2025-03,0.8107255520504731,0.18927444794952686,60
2025-03-05,Plant A,M04,Packaging,Morning,Liam,347,0.3,4,No,372,0.9625,0.011527377521613832,6000,5,Mid-life,2025-03,0.9327956989247311,0.06720430107526887,25
2025-03-05,Plant A,M05,Packaging,Afternoon,Ethan,304,1.1,7,No,366,0.8625,0.023026315789473683,6000,6,Mid-life,2025-03,0.8306010928961749,0.1693989071038251,62
2025-03-05,Plant B,M06,Cutting,Afternoon,Nathan,232,1.2,5,No,285,0.85,0.021551724137931036,4200,7,Mid-life,2025-03,0.8140350877192982,0.18596491228070178,53
2025-03-05,Plant B,M07,Assembly,Afternoon,Ella,206,1.6,7,No,265,0.8,0.03398058252427184,4200,12,Old,2025-03,0.7773584905660378,0.22264150943396221,59
2025-03-05,Plant B,M08,Assembly,Night,Harper,197,1.5,6,No,251,0.8125,0.030456852791878174,4200,4,New,2025-03,0.7848605577689243,0.21513944223107573,54
2025-03-05,Plant B,M09,Packaging,Night,Lina,243,1.0,7,No,289,0.875,0.02880658436213992,4200,8,Mid-life,2025-03,0.8408304498269896,0.15916955017301038,46
2025-03-06,Plant A,M05,Packaging,Morning,Sofia,349,0.7,4,No,391,0.9125,0.011461318051575931,6000,6,Mid-life,2025-03,0.8925831202046036,0.10741687979539638,42
2025-03-06,Plant B,M06,Cutting,Morning,Emma,293,0.5,3,No,313,0.9375,0.010238907849829351,4200,7,Mid-life,2025-03,0.9361022364217252,0.06389776357827481,20
2025-03-06,Plant B,M07,Assembly,Morning,Ava,209,2.0,5,No,279,0.75,0.023923444976076555,4200,12,Old,2025-03,0.7491039426523297,0.2508960573476703,70
2025-03-06,Plant B,M08,Assembly,Morning,Lucas,259,0.7,4,No,288,0.9125,0.015444015444015444,4200,4,New,2025-03,0.8993055555555556,0.10069444444444442,29
2025-03-06,Plant B,M09,Packaging,Afternoon,Nathan,260,1.1,5,No,312,0.8625,0.019230769230769232,4200,8,Mid-life,2025-03,0.8333333333333334,0.16666666666666663,52
2025-03-06,Plant B,M10,Packaging,Afternoon,Ella,259,1.3,5,No,324,0.8375,0.019305019305019305,4200,6,Mid-life,2025-03,0.7993827160493827,0.2006172839506173,65
2025-03-06,Plant C,M11,Cutting,Afternoon,Aria,201,1.2,5,No,245,0.85,0.024875621890547265,3000,2,New,2025-03,0.8204081632653061,0.17959183673469392,44
2025-03-06,Plant C,M12,Cutting,Night,Sami,179,1.2,5,No,219,0.85,0.027932960893854747,3000,9,Old,2025-03,0.817351598173516,0.182648401826484,40
2025-03-06,Plant C,M13,Assembly,Night,Jack,156,1.6,5,No,206,0.8,0.03205128205128205,3000,5,Mid-life,2025-03,0.7572815533980582,0.24271844660194175,50
2025-03-06,Plant C,M14,Assembly,Night,Mila,153,1.4,4,No,196,0.825,0.026143790849673203,3000,3,New,2025-03,0.7806122448979592,0.21938775510204078,43
2025-03-07,Plant B,M09,Packaging,Morning,Emma,301,0.9,5,No,337,0.8875,0.016611295681063124,4200,8,Mid-life,2025-03,0.8931750741839762,0.10682492581602376,36
2025-03-07,Plant B,M10,Packaging,Morning,Ava,300,0.8,4,No,343,0.9,0.013333333333333334,4200,6,Mid-life,2025-03,0.8746355685131195,0.12536443148688048,43
2025-03-07,Plant C,M11,Cutting,Morning,Zoe,236,0.6,3,No,262,0.925,0.012711864406779662,3000,2,New,2025-03,0.9007633587786259,0.0992366412213741,26
2025-03-07,Plant C,M12,Cutting,Morning,Nina,209,1.0,4,No,245,0.875,0.019138755980861243,3000,9,Old,2025-03,0.8530612244897959,0.14693877551020407,36
2025-03-07,Plant C,M13,Assembly,Afternoon,Owen,177,1.3,4,No,221,0.8375,0.022598870056497175,3000,5,Mid-life,2025-03,0.8009049773755657,0.19909502262443435,44
2025-03-07,Plant C,M14,Assembly,Afternoon,Aria,174,1.3,4,No,218,0.8375,0.022988505747126436,3000,3,New,2025-03,0.7981651376146789,0.2018348623853211,44
2025-03-07,Plant C,M15,Packaging,Afternoon,Mila,217,1.5,5,No,273,0.8125,0.02304147465437788,3000,10,Old,2025-03,0.7948717948717948,0.20512820512820518,56
2025-03-07,Plant A,M01,Cutting,Night,Noah,243,1.1,7,No,293,0.8625,0.02880658436213992,6000,3,New,2025-03,0.8293515358361775,0.1706484641638225,50
2025-03-07,Plant A,M02,Cutting,Night,Chloe,247,1.0,7,No,295,0.875,0.02834008097165992,6000,4,New,2025-03,0.8372881355932204,0.16271186440677965,48
2025-03-10,Plant C,M13,Assembly,Morning,Leo,203,0.9,3,No,231,0.8875,0.014778325123152709,3000,5,Mid-life,2025-03,0.8787878787878788,0.12121212121212122,28
2025-03-10,Plant C,M14,Assembly,Morning,Zoe,195,0.8,3,No,221,0.9,0.015384615384615385,3000,3,New,2025-03,0.8823529411764706,0.11764705882352944,26
2025-03-10,Plant C,M15,Packaging,Morning,Nina,264,0.7,4,No,294,0.9125,0.015151515151515152,3000,10,Old,2025-03,0.8979591836734694,0.10204081632653061,30
2025-03-10,Plant A,M01,Cutting,Morning,Liam,322,0.5,3,No,348,0.9375,0.009316770186335404,6000,3,New,2025-03,0.9252873563218391,0.07471264367816088,26
2025-03-10,Plant A,M02,Cutting,Afternoon,Ethan,266,1.0,5,No,313,0.875,0.018796992481203006,6000,4,New,2025-03,0.8498402555910544,0.15015974440894564,47
2025-03-10,Plant A,M03,Assembly,Afternoon,Camille,229,1.3,6,No,281,0.8375,0.026200873362445413,6000,11,Old,2025-03,0.8149466192170819,0.1850533807829181,52
2025-03-10,Plant A,M04,Packaging,Afternoon,Mia,290,1.0,6,No,339,0.875,0.020689655172413793,6000,5,Mid-life,2025-03,0.855457227138643,0.14454277286135697,49
2025-03-10,Plant A,M05,Packaging,Night,Chloe,262,1.3,7,No,336,0.8375,0.026717557251908396,6000,6,Mid-life,2025-03,0.7797619047619048,0.22023809523809523,74
2025-03-10,Plant B,M06,Cutting,Night,Lina,206,1.5,6,No,268,0.8125,0.02912621359223301,4200,7,Mid-life,2025-03,0.7686567164179104,0.23134328358208955,62
2025-03-11,Plant A,M02,Cutting,Morning,Sofia,299,0.9,3,No,346,0.8875,0.010033444816053512,6000,4,New,2025-03,0.8641618497109826,0.13583815028901736,47
