Date,Plant,MachineID,MachineType,Shift,Operator,ProductionUnits,DowntimeHours,Defects,MaintenanceEvent,PlannedProduction,UtilizationRate,DefectRate,PlantProductionCapacity,MachineAge,MachineAgeGroup,YearMonth
2025-02-03,Plant A,M04,Packaging,Morning,Liam,347,0.4,4,No,371,0.95,0.011527377521613832,6000,5,Mid-life,
2025-02-03,Plant A,M05,Packaging,Morning,Sofia,346,0.8,4,No,397,0.9,0.011560693641618497,6000,6,Mid-life,
2025-02-03,Plant B,M06,Cutting,Morning,Emma,281,0.7,4,No,312,0.9125,0.014234875444839857,4200,7,Mid-life,
2025-02-03,Plant B,M07,Assembly,Afternoon,Ella,190,2.0,5,No,268,0.75,0.02631578947368421,4200,12,Old,
2025-02-03,Plant B,M08,Assembly,Afternoon,Mason,229,1.1,5,No,274,0.8625,0.021834061135371178,4200,4,New,
2025-02-03,Plant B,M09,Packaging,Afternoon,Nathan,254,1.3,5,No,317,0.8375,0.01968503937007874,4200,8,Mid-life,
2025-02-03,Plant B,M10,Packaging,Night,James,237,1.5,7,No,301,0.8125,0.029535864978902954,4200,6,Mid-life,
2025-02-03,Plant C,M11,Cutting,Night,Mila,178,1.2,5,No,222,0.85,0.028089887640449437,3000,2,New,
2025-02-03,Plant C,M12,Cutting,Night,Sami,168,1.5,5,No,218,0.8125,0.02976190476190476,3000,9,Old,
2025-02-04,Plant B,M07,Assembly,Morning,Ava,231,1.5,5,No,287,0.8125,0.021645021645021644,4200,12,Old,
2025-02-04,Plant B,M08,Assembly,Morning,Lucas,266,0.8,4,No,301,0.9,0.015037593984962405,4200,4,New,
2025-02-04,Plant B,M09,Packaging,Morning,Emma,286,1.2,4,No,343,0.85,0.013986013986013986,4200,8,Mid-life,
2025-02-04,Plant B,M10,Packaging,Morning,Ava,330,0.5,5,No,361,0.9375,0.015151515151515152,4200,6,Mid-life,
2025-02-04,Plant C,M11,Cutting,Afternoon,Aria,218,1.1,5,No,257,0.8625,0.022935779816513763,3000,2,New,
2025-02-04,Plant C,M12,Cutting,Afternoon,Mila,204,1.3,4,No,247,0.8375,0.0196078431372549,3000,9,Old,
2025-02-04,Plant C,M13,Assembly,Afternoon,Owen,193,1.1,4,No,230,0.8625,0.02072538860103627,3000,5,Mid-life,
2025-02-04,Plant C,M14,Assembly,Night,Mila,149,1.9,5,No,205,0.7625,0.03355704697986577,3000,3,New,
2025-02-04,Plant C,M15,Packaging,Night,Sami,206,1.5,6,No,266,0.8125,0.02912621359223301,3000,10,Old,
2025-02-05,Plant C,M11,Cutting,Morning,Zoe,240,1.1,4,No,281,0.8625,0.016666666666666666,3000,2,New,
2025-02-05,Plant C,M12,Cutting,Morning,Nina,230,0.8,4,No,256,0.9,0.017391304347826087,3000,9,Old,
2025-02-05,Plant C,M13,Assembly,Morning,Leo,218,1.0,4,No,251,0.875,0.01834862385321101,3000,5,Mid-life,
2025-02-05,Plant C,M14,Assembly,Morning,Zoe,215,0.8,2,No,241,0.9,0.009302325581395349,3000,3,New,
2025-02-05,Plant C,M15,Packaging,Afternoon,Mila,260,0.5,6,No,292,0.9375,0.023076923076923078,3000,10,Old,
2025-02-05,Plant A,M01,Cutting,Afternoon,Mia,298,0.8,6,No,344,0.9,0.020134228187919462,6000,3,New,
2025-02-05,Plant A,M02,Cutting,Afternoon,Ethan,257,1.5,5,No,326,0.8125,0.019455252918287938,6000,4,New,
2025-02-05,Plant A,M03,Assembly,Night,Lucas,200,2.1,7,No,288,0.7375,0.035,6000,11,Old,
2025-02-05,Plant A,M04,Packaging,Night,Noah,271,1.1,7,No,330,0.8625,0.025830258302583026,6000,5,Mid-life,
2025-02-06,Plant C,M15,Packaging,Morning,Nina,275,0.8,4,No,311,0.9,0.014545454545454545,3000,10,Old,
2025-02-06,Plant A,M01,Cutting,Morning,Liam,323,0.7,3,No,364,0.9125,0.009287925696594427,6000,3,New,
2025-02-06,Plant A,M02,Cutting,Morning,Sofia,319,0.5,4,No,352,0.9375,0.012539184952978056,6000,4,New,
2025-02-06,Plant A,M03,Assembly,Morning,Hugo,280,1.0,6,No,324,0.875,0.02142857142857143,6000,11,Old,
2025-02-06,Plant A,M04,Packaging,Afternoon,Mia,286,1.2,5,No,353,0.85,0.017482517482517484,6000,5,Mid-life,
2025-02-06,Plant A,M05,Packaging,Afternoon,Ethan,321,1.0,6,No,374,0.875,0.018691588785046728,6000,6,Mid-life,
2025-02-06,Plant B,M06,Cutting,Afternoon,Nathan,242,1.4,5,No,303,0.825,0.02066115702479339,4200,7,Mid-life,
2025-02-06,Plant B,M07,Assembly,Night,James,167,2.4,7,No,250,0.7,0.041916167664670656,4200,12,Old,
2025-02-06,Plant B,M08,Assembly,Night,Harper,204,1.3,6,No,256,0.8375,0.029411764705882353,4200,4,New,
2025-02-06,Plant B,M09,Packaging,Night,Lina,231,1.5,7,No,295,0.8125,0.030303030303030304,4200,8,Mid-life,
2025-02-07,Plant A,M04,Packaging,Morning,Liam,333,0.7,5,No,376,0.9125,0.015015015015015015,6000,5,Mid-life,
2025-02-07,Plant A,M05,Packaging,Morning,Sofia,371,0.3,4,No,396,0.9625,0.01078167115902965,6000,6,Mid-life,
2025-02-07,Plant B,M06,Cutting,Morning,Emma,280,0.7,4,No,313,0.9125,0.014285714285714285,4200,7,Mid-life,
2025-02-07,Plant B,M07,Assembly,Morning,Ava,222,1.7,6,No,285,0.7875,0.02702702702702703,4200,12,Old,
2025-02-07,Plant B,M08,Assembly,Afternoon,Mason,215,1.1,4,No,264,0.8625,0.018604651162790697,4200,4,New,
2025-02-07,Plant B,M09,Packaging,Afternoon,Nathan,255,1.4,5,No,314,0.825,0.0196078431372549,4200,8,Mid-life,
2025-02-07,Plant B,M10,Packaging,Afternoon,Ella,267,1.2,5,No,326,0.85,0.018726591760299626,4200,6,Mid-life,
2025-02-07,Plant C,M11,Cutting,Night,Mila,187,1.4,6,No,235,0.825,0.03208556149732621,3000,2,New,
2025-02-07,Plant C,M12,Cutting,Night,Sami,162,1.7,5,No,214,0.7875,0.030864197530864196,3000,9,Old,
2025-02-10,Plant B,M08,Assembly,Morning,Lucas,259,0.6,4,No,286,0.925,0.015444015444015444,4200,4,New,
2025-02-10,Plant B,M09,Packaging,Morning,Emma,287,0.8,4,No,329,0.9,0.013937282229965157,4200,8,Mid-life,
2025-02-10,Plant B,M10,Packaging,Morning,Ava,286,1.2,5,No,348,0.85,0.017482517482517484,4200,6,Mid-life,
2025-02-10,Plant C,M11,Cutting,Morning,Zoe,232,0.9,4,No,265,0.8875,0.017241379310344827,3000,2,New,
2025-02-10,Plant C,M12,Cutting,Afternoon,Mila,182,1.5,4,No,232,0.8125,0.02197802197802198,3000,9,Old,
2025-02-10,Plant C,M13,Assembly,Afternoon,Owen,180,1.2,4,No,221,0.85,0.022222222222222223,3000,5,Mid-life,
2025-02-10,Plant C,M14,Assembly,Afternoon,Aria,181,1.2,4,No,220,0.85,0.022099447513812154,3000,3,New,
2025-02-10,Plant C,M15,Packaging,Night,Sami,205,1.2,6,No,256,0.85,0.02926829268292683,3000,10,Old,
2025-02-10,Plant A,M01,Cutting,Night,Noah,223,1.9,7,No,309,0.7625,0.03139013452914798,6000,3,New,
2025-02-11,Plant C,M12,Cutting,Morning,Nina,227,0.8,3,No,255,0.9,0.013215859030837005,3000,9,Old,
2025-02-11,Plant C,M13,Assembly,Morning,Leo,213,0.8,3,No,244,0.9,0.014084507042253521,3000,5,Mid-life,
2025-02-11,Plant C,M14,Assembly,Morning,Zoe,209,0.8,3,No,237,0.9,0.014354066985645933,3000,3,New,
2025-02-11,Plant C,M15,Packaging,Morning,Nina,266,0.9,4,No,307,0.8875,0.015037593984962405,3000,10,Old,
2025-02-11,Plant A,M01,Cutting,Afternoon,Mia,288,1.1,6,No,340,0.8625,0.020833333333333332,6000,3,New,
2025-02-11,Plant A,M02,Cutting,Afternoon,Ethan,273,1.1,5,No,324,0.8625,0.018315018315018316,6000,4,New,
2025-02-11,Plant A,M03,Assembly,Afternoon,Camille,212,1.9,5,No,292,0.7625,0.02358490566037736,6000,11,Old,
2025-02-11,Plant A,M04,Packaging,Night,Noah,258,1.5,7,No,326,0.8125,0.027131782945736434,6000,5,Mid-life,
2025-02-11,Plant A,M05,Packaging,Night,Chloe,271,1.3,7,No,338,0.8375,0.025830258302583026,6000,6,Mid-life,
2025-02-11,Plant B,M06,Cutting,Night,Lina,220,1.3,6,No,274,0.8375,0.02727272727272727,4200,7,Mid-life,
2025-02-12,Plant A,M01,Cutting,Morning,Liam,327,0.6,4,No,362,0.925,0.012232415902140673,6000,3,New,
2025-02-12,Plant A,M02,Cutting,Morning,Sofia,321,0.6,4,No,345,0.925,0.012461059190031152,6000,4,New,
2025-02-12,Plant A,M03,Assembly,Morning,Hugo,276,0.9,5,No,319,0.8875,0.018115942028985508,6000,11,Old,
2025-02-12,Plant A,M04,Packaging,Morning,Liam,325,0.9,5,No,373,0.8875,0.015384615384615385,6000,5,Mid-life,
2025-02-12,Plant A,M05,Packaging,Afternoon,Ethan,312,1.1,6,No,373,0.8625,0.019230769230769232,6000,6,Mid-life,
2025-02-12,Plant B,M06,Cutting,Afternoon,Nathan,259,0.7,5,No,300,0.9125,0.019305019305019305,4200,7,Mid-life,
2025-02-12,Plant B,M07,Assembly,Afternoon,Ella,187,2.2,6,No,265,0.725,0.03208556149732621,4200,12,Old,
2025-02-12,Plant B,M08,Assembly,Night,Harper,194,1.7,6,No,258,0.7875,0.030927835051546393,4200,4,New,
2025-02-12,Plant B,M09,Packaging,Night,Lina,237,1.3,7,No,294,0.8375,0.029535864978902954,4200,8,Mid-life,
2025-02-13,Plant A,M05,Packaging,Morning,Sofia,335,0.9,3,No,395,0.8875,0.008955223880597015,6000,6,Mid-life,
2025-02-13,Plant B,M06,Cutting,Morning,Emma,278,0.6,3,No,306,0.925,0.01079136690647482,4200,7,Mid-life,
2025-02-13,Plant B,M07,Assembly,Morning,Ava,228,1.5,6,No,277,0.8125,0.02631578947368421,4200,12,Old,
2025-02-13,Plant B,M08,Assembly,Morning,Lucas,257,0.7,3,No,290,0.9125,0.011673151750972763,4200,4,New,
2025-02-13,Plant B,M09,Packaging,Afternoon,Nathan,265,1.0,5,No,312,0.875,0.018867924528301886,4200,8,Mid-life,
2025-02-13,Plant B,M10,Packaging,Afternoon,Ella,268,1.2,6,No,323,0.85,0.022388059701492536,4200,6,Mid-life,
2025-02-13,Plant C,M11,Cutting,Afternoon,Aria,193,1.4,4,No,243,0.825,0.02072538860103627,3000,2,New,
2025-02-13,Plant C,M12,Cutting,Night,Sami,175,1.2,5,No,216,0.85,0.02857142857142857,3000,9,Old,
2025-02-13,Plant C,M13,Assembly,Night,Jack,166,1.5,5,No,210,0.8125,0.030120481927710843,3000,5,Mid-life,
2025-02-14,Plant B,M09,Packaging,Morning,Emma,295,0.9,5,No,330,0.8875,0.01694915254237288,4200,8,Mid-life,
2025-02-14,Plant B,M10,Packaging,Morning,Ava,316,0.6,4,No,341,0.925,0.012658227848101266,4200,6,Mid-life,
2025-02-14,Plant C,M11,Cutting,Morning,Zoe,233,0.7,3,No,258,0.9125,0.012875536480686695,3000,2,New,
2025-02-14,Plant C,M12,Cutting,Morning,Nina,219,0.7,3,No,246,0.9125,0.0136986301369863,3000,9,Old,
2025-02-14,Plant C,M13,Assembly,Afternoon,Owen,190,1.3,4,No,231,0.8375,0.021052631578947368,3000,5,Mid-life,
2025-02-14,Plant C,M14,Assembly,Afternoon,Aria,172,1.1,3,No,212,0.8625,0.01744186046511628,3000,3,New,
2025-02-14,Plant C,M15,Packaging,Afternoon,Mila,231,0.8,5,No,269,0.9,0.021645021645021644,3000,10,Old,
2025-02-14,Plant A,M01,Cutting,Night,Noah,231,1.6,7,No,301,0.8,0.030303030303030304,6000,3,New,
2025-02-14,Plant A,M02,Cutting,Night,Chloe,227,1.4,6,No,285,0.825,0.02643171806167401,6000,4,New,
2025-02-17,Plant C,M13,Assembly,Morning,Leo,203,1.0,3,No,237,0.875,0.014778325123152709,3000,5,Mid-life,
2025-02-17,Plant C,M14,Assembly,Morning,Zoe,194,0.9,3,No,221,0.8875,0.015463917525773196,3000,3,New,
2025-02-17,Plant C,M15,Packaging,Morning,Nina,258,0.9,4,No,293,0.8875,0.015503875968992248,3000,10,Old,
2025-02-17,Plant A,M01,Cutting,Morning,Liam,335,0.4,4,No,351,0.95,0.011940298507462687,6000,3,New,
2025-02-17,Plant A,M02,Cutting,Afternoon,Ethan,263,1.0,4,No,312,0.875,0.015209125475285171,6000,4,New,
2025-02-17,Plant A,M03,Assembly,Afternoon,Camille,155,3.2,6,No,285,0.6,0.03870967741935484,6000,11,Old,
2025-02-17,Plant A,M04,Packaging,Afternoon,Mia,287,0.9,5,No,336,0.8875,0.017421602787456445,6000,5,Mid-life,
2025-02-17,Plant A,M05,Packaging,Night,Chloe,247,1.7,7,No,330,0.7875,0.02834008097165992,6000,6,Mid-life,
2025-02-17,Plant B,M06,Cutting,Night,Lina,198,1.6,6,No,260,0.8,0.030303030303030304,4200,7,Mid-life,
2025-02-17,Plant B,M07,Assembly,Night,James,164,2.2,7,No,235,0.725,0.042682926829268296,4200,12,Old,
2025-02-18,Plant A,M02,Cutting,Morning,Sofia,302,0.9,3,No,339,0.8875,0.009933774834437087,6000,4,New,
2025-02-18,Plant A,M03,Assembly,Morning,Hugo,178,3.0,6,No,314,0.625,0.033707865168539325,6000,11,Old,
2025-02-18,Plant A,M04,Packaging,Morning,Liam,333,0.7,5,No,372,0.9125,0.015015015015015015,6000,5,Mid-life,
2025-02-18,Plant A,M05,Packaging,Morning,Sofia,370,0.2,4,No,382,0.975,0.010810810810810811,6000,6,Mid-life,
2025-02-18,Plant B,M06,Cutting,Afternoon,Nathan,247,0.9,6,No,287,0.8875,0.024291497975708502,4200,7,Mid-life,
2025-02-18,Plant B,M07,Assembly,Afternoon,Ella,186,2.1,6,No,262,0.7375,0.03225806451612903,4200,12,Old,
2025-02-18,Plant B,M08,Assembly,Afternoon,Mason,216,1.2,4,No,259,0.85,0.018518518518518517,4200,4,New,
2025-02-18,Plant B,M09,Packaging,Night,Lina,227,1.2,6,No,283,0.85,0.02643171806167401,4200,8,Mid-life,
2025-02-18,Plant B,M10,Packaging,Night,James,224,1.6,6,No,290,0.8,0.026785714285714284,4200,6,Mid-life,
2025-02-19,Plant B,M06,Cutting,Morning,Emma,281,0.5,3,No,300,0.9375,0.010676156583629894,4200,7,Mid-life,
2025-02-19,Plant B,M07,Assembly,Morning,Ava,229,1.4,5,No,279,0.825,0.021834061135371178,4200,12,Old,
2025-02-19,Plant B,M08,Assembly,Morning,Lucas,260,0.9,4,No,291,0.8875,0.015384615384615385,4200,4,New,
2025-02-19,Plant B,M09,Packaging,Morning,Emma,314,0.5,4,No,335,0.9375,0.012738853503184714,4200,8,Mid-life,
2025-02-19,Plant B,M10,Packaging,Afternoon,Ella,264,1.1,5,No,322,0.8625,0.01893939393939394,4200,6,Mid-life,
2025-02-19,Plant C,M11,Cutting,Afternoon,Aria,200,1.3,4,No,251,0.8375,0.02,3000,2,New,
2025-02-19,Plant C,M12,Cutting,Afternoon,Mila,203,0.8,5,No,236,0.9,0.024630541871921183,3000,9,Old,
2025-02-19,Plant C,M13,Assembly,Night,Jack,163,1.6,5,No,208,0.8,0.03067484662576687,3000,5,Mid-life,
2025-02-19,Plant C,M14,Assembly,Night,Mila,141,2.1,4,No,201,0.7375,0.028368794326241134,3000,3,New,
2025-02-20,Plant B,M10,Packaging,Morning,Ava,305,0.8,4,No,346,0.9,0.013114754098360656,4200,6,Mid-life,
2025-02-20,Plant C,M11,Cutting,Morning,Zoe,235,0.9,4,No,271,0.8875,0.01702127659574468,3000,2,New,
2025-02-20,Plant C,M12,Cutting,Morning,Nina,224,0.7,3,No,247,0.9125,0.013392857142857142,3000,9,Old,
2025-02-20,Plant C,M13,Assembly,Morning,Leo,201,1.2,3,No,239,0.85,0.014925373134328358,3000,5,Mid-life,
2025-02-20,Plant C,M14,Assembly,Afternoon,Aria,173,1.2,4,No,210,0.85,0.023121387283236993,3000,3,New,
2025-02-20,Plant C,M15,Packaging,Afternoon,Mila,243,0.9,5,No,279,0.8875,0.0205761316872428,3000,10,Old,
2025-02-20,Plant A,M01,Cutting,Afternoon,Mia,289,0.8,6,No,326,0.9,0.020761245674740483,6000,3,New,
2025-02-20,Plant A,M02,Cutting,Night,Chloe,246,1.0,7,No,291,0.875,0.028455284552845527,6000,4,New,
2025-02-20,Plant A,M03,Assembly,Night,Lucas,102,4.5,5,Yes,260,0.4375,0.049019607843137254,6000,11,Old,
2025-02-20,Plant A,M04,Packaging,Night,Noah,244,1.6,6,No,314,0.8,0.02459016393442623,6000,5,Mid-life,
2025-02-21,Plant C,M14,Assembly,Morning,Zoe,194,0.8,3,No,224,0.9,0.015463917525773196,3000,3,New,
2025-02-21,Plant C,M15,Packaging,Morning,Nina,272,0.6,4,No,297,0.925,0.014705882352941176,3000,10,Old,
2025-02-21,Plant A,M01,Cutting,Morning,Liam,297,0.9,4,No,342,0.8875,0.013468013468013467,6000,3,New,
2025-02-21,Plant A,M02,Cutting,Morning,Sofia,280,1.0,3,No,323,0.875,0.010714285714285714,6000,4,New,
2025-02-21,Plant A,M03,Assembly,Afternoon,Camille,169,2.9,6,No,287,0.6375,0.03550295857988166,6000,11,Old,
2025-02-21,Plant A,M04,Packaging,Afternoon,Mia,281,1.0,5,No,333,0.875,0.017793594306049824,6000,5,Mid-life,
2025-02-21,Plant A,M05,Packaging,Afternoon,Ethan,294,1.2,6,No,357,0.85,0.02040816326530612,6000,6,Mid-life,
2025-02-21,Plant B,M06,Cutting,Night,Lina,184,1.9,6,No,258,0.7625,0.03260869565217391,4200,7,Mid-life,
2025-02-21,Plant B,M07,Assembly,Night,James,171,2.2,7,No,240,0.725,0.04093567251461988,4200,12,Old,
2025-02-24,Plant A,M03,Assembly,Morning,Hugo,268,1.0,4,No,306,0.875,0.014925373134328358,6000,11,Old,
2025-02-24,Plant A,M04,Packaging,Morning,Liam,312,0.9,3,No,356,0.8875,0.009615384615384616,6000,5,Mid-life,
2025-02-24,Plant A,M05,Packaging,Morning,Sofia,340,0.8,4,No,381,0.9,0.011764705882352941,6000,6,Mid-life,
2025-02-24,Plant B,M06,Cutting,Morning,Emma,271,0.5,3,No,297,0.9375,0.01107011070110701,4200,7,Mid-life,
2025-02-24,Plant B,M07,Assembly,Afternoon,Ella,182,2.0,5,No,251,0.75,0.027472527472527472,4200,12,Old,
2025-02-24,Plant B,M08,Assembly,Afternoon,Mason,202,1.4,4,No,254,0.825,0.019801980198019802,4200,4,New,
2025-02-24,Plant B,M09,Packaging,Afternoon,Nathan,234,1.4,5,No,293,0.825,0.021367521367521368,4200,8,Mid-life,
2025-02-24,Plant B,M10,Packaging,Night,James,220,1.8,6,No,298,0.775,0.02727272727272727,4200,6,Mid-life,
2025-02-24,Plant C,M11,Cutting,Night,Mila,166,1.6,5,No,218,0.8,0.030120481927710843,3000,2,New,
2025-02-25,Plant B,M07,Assembly,Morning,Ava,227,1.6,6,No,280,0.8,0.02643171806167401,4200,12,Old,
2025-02-25,Plant B,M08,Assembly,Morning,Lucas,257,0.9,3,No,291,0.8875,0.011673151750972763,4200,4,New,
2025-02-25,Plant B,M09,Packaging,Morning,Emma,291,0.8,4,No,324,0.9,0.013745704467353952,4200,8,Mid-life,
2025-02-25,Plant B,M10,Packaging,Morning,Ava,305,0.5,3,No,336,0.9375,0.009836065573770493,4200,6,Mid-life,
2025-02-25,Plant C,M11,Cutting,Afternoon,Aria,194,1.4,4,No,242,0.825,0.020618556701030927,3000,2,New,
2025-02-25,Plant C,M12,Cutting,Afternoon,Mila,192,1.2,4,No,227,0.85,0.020833333333333332,3000,9,Old,
2025-02-25,Plant C,M13,Assembly,Afternoon,Owen,170,1.6,4,No,218,0.8,0.023529411764705882,3000,5,Mid-life,
2025-02-25,Plant C,M14,Assembly,Night,Mila,150,1.6,4,No,195,0.8,0.02666666666666667,3000,3,New,
2025-02-25,Plant C,M15,Packaging,Night,Sami,206,1.3,6,No,256,0.8375,0.02912621359223301,3000,10,Old,
2025-02-25,Plant A,M01,Cutting,Night,Noah,234,1.3,6,No,295,0.8375,0.02564102564102564,6000,3,New,
2025-02-26,Plant C,M11,Cutting,Morning,Zoe,239,0.6,3,No,261,0.925,0.012552301255230125,3000,2,New,
2025-02-26,Plant C,M12,Cutting,Morning,Nina,226,0.6,3,No,250,0.925,0.01327433628318584,3000,9,Old,
2025-02-26,Plant C,M13,Assembly,Morning,Leo,212,0.9,3,No,243,0.8875,0.014150943396226415,3000,5,Mid-life,
2025-02-26,Plant C,M14,Assembly,Morning,Zoe,197,0.9,3,No,220,0.8875,0.015228426395939087,3000,3,New,
2025-02-26,Plant C,M15,Packaging,Afternoon,Mila,226,1.3,4,No,275,0.8375,0.017699115044247787,3000,10,Old,
2025-02-26,Plant A,M01,Cutting,Afternoon,Mia,264,1.1,5,No,318,0.8625,0.01893939393939394,6000,3,New,
2025-02-26,Plant A,M02,Cutting,Afternoon,Ethan,274,0.6,4,No,310,0.925,0.014598540145985401,6000,4,New,
2025-02-26,Plant A,M03,Assembly,Night,Lucas,190,2.0,7,No,266,0.75,0.03684210526315789,6000,11,Old,
2025-02-26,Plant A,M04,Packaging,Night,Noah,248,1.3,7,No,318,0.8375,0.028225806451612902,6000,5,Mid-life,
2025-02-27,Plant C,M15,Packaging,Morning,Nina,261,0.9,3,No,295,0.8875,0.011494252873563218,3000,10,Old,
2025-02-27,Plant A,M01,Cutting,Morning,Liam,333,0.4,3,No,353,0.95,0.009009009009009009,6000,3,New,
2025-02-27,Plant A,M02,Cutting,Morning,Sofia,285,0.9,4,No,327,0.8875,0.014035087719298246,6000,4,New,
2025-02-27,Plant A,M03,Assembly,Morning,Hugo,258,1.3,5,No,308,0.8375,0.01937984496124031,6000,11,Old,
2025-02-27,Plant A,M04,Packaging,Afternoon,Mia,283,0.9,5,No,327,0.8875,0.0176678445229682,6000,5,Mid-life,
2025-02-27,Plant A,M05,Packaging,Afternoon,Ethan,300,0.9,5,No,351,0.8875,0.016666666666666666,6000,6,Mid-life,
2025-02-27,Plant B,M06,Cutting,Afternoon,Nathan,231,1.0,5,No,275,0.875,0.021645021645021644,4200,7,Mid-life,
2025-02-27,Plant B,M07,Assembly,Night,James,161,2.3,6,No,238,0.7125,0.037267080745341616,4200,12,Old,
2025-02-27,Plant B,M08,Assembly,Night,Harper,190,1.3,5,No,240,0.8375,0.02631578947368421,4200,4,New,
2025-02-28,Plant A,M04,Packaging,Morning,Liam,318,0.7,3,No,351,0.9125,0.009433962264150943,6000,5,Mid-life,
2025-02-28,Plant A,M05,Packaging,Morning,Sofia,348,0.6,4,No,380,0.925,0.011494252873563218,6000,6,Mid-life,
2025-02-28,Plant B,M06,Cutting,Morning,Emma,271,0.5,4,No,293,0.9375,0.014760147601476014,4200,7,Mid-life,
2025-02-28,Plant B,M07,Assembly,Morning,Ava,206,1.7,5,No,262,0.7875,0.024271844660194174,4200,12,Old,
2025-02-28,Plant B,M08,Assembly,Afternoon,Mason,222,1.0,4,No,262,0.875,0.018018018018018018,4200,4,New,
2025-02-28,Plant B,M09,Packaging,Afternoon,Nathan,234,1.3,5,No,291,0.8375,0.021367521367521368,4200,8,Mid-life,
2025-02-28,Plant B,M10,Packaging,Afternoon,Ella,265,0.9,5,No,308,0.8875,0.018867924528301886,4200,6,Mid-life,
2025-02-28,Plant C,M11,Cutting,Night,Mila,170,1.6,5,No,222,0.8,0.029411764705882353,3000,2,New,
2025-02-28,Plant C,M12,Cutting,Night,Sami,171,1.3,5,No,214,0.8375,0.029239766081871343,3000,9,Old,
2025-03-03,Plant B,M08,Assembly,Morning,Lucas,267,0.5,4,No,290,0.9375,0.0149812734082397,4200,4,New,
2025-03-03,Plant B,M09,Packaging,Morning,Emma,293,0.8,4,No,331,0.9,0.013651877133105802,4200,8,Mid-life,
2025-03-03,Plant B,M10,Packaging,Morning,Ava,309,0.7,4,No,344,0.9125,0.012944983818770227,4200,6,Mid-life,
2025-03-03,Plant C,M11,Cutting,Morning,Zoe,234,0.9,3,No,258,0.8875,0.01282051282051282,3000,2,New,
2025-03-03,Plant C,M12,Cutting,Afternoon,Mila,197,1.0,4,No,231,0.875,0.02030456852791878,3000,9,Old,
2025-03-03,Plant C,M13,Assembly,Afternoon,Owen,176,1.5,4,No,223,0.8125,0.022727272727272728,3000,5,Mid-life,
2025-03-03,Plant C,M14,Assembly,Afternoon,Aria,157,1.6,4,No,202,0.8,0.025477707006369428,3000,3,New,
2025-03-03,Plant C,M15,Packaging,Night,Sami,197,1.4,6,No,249,0.825,0.030456852791878174,3000,10,Old,
2025-03-03,Plant A,M01,Cutting,Night,Noah,228,1.5,7,No,300,0.8125,0.03070175438596491,6000,3,New,
2025-03-03,Plant A,M02,Cutting,Night,Chloe,225,1.3,6,No,287,0.8375,0.02666666666666667,6000,4,New,
2025-03-04,Plant C,M12,Cutting,Morning,Nina,208,0.9,3,No,242,0.8875,0.014423076923076924,3000,9,Old,
2025-03-04,Plant C,M13,Assembly,Morning,Leo,204,1.1,3,No,241,0.8625,0.014705882352941176,3000,5,Mid-life,
2025-03-04,Plant C,M14,Assembly,Morning,Zoe,197,1.1,3,No,230,0.8625,0.015228426395939087,3000,3,New,
2025-03-04,Plant C,M15,Packaging,Morning,Nina,278,0.5,3,No,300,0.9375,0.01079136690647482,3000,10,Old,
2025-03-04,Plant A,M01,Cutting,Afternoon,Mia,291,1.0,5,No,333,0.875,0.01718213058419244,6000,3,New,
2025-03-04,Plant A,M02,Cutting,Afternoon,Ethan,257,1.4,5,No,316,0.825,0.019455252918287938,6000,4,New,
2025-03-04,Plant A,M03,Assembly,Afternoon,Camille,225,1.7,6,No,294,0.7875,0.02666666666666667,6000,11,Old,
2025-03-04,Plant A,M04,Packaging,Night,Noah,266,1.0,7,No,318,0.875,0.02631578947368421,6000,5,Mid-life,
2025-03-04,Plant A,M05,Packaging,Night,Chloe,286,1.0,8,No,338,0.875,0.027972027972027972,6000,6,Mid-life,
2025-03-05,Plant A,M01,Cutting,Morning,Liam,318,0.6,3,No,356,0.925,0.009433962264150943,6000,3,New,
2025-03-05,Plant A,M02,Cutting,Morning,Sofia,297,0.9,4,No,342,0.8875,0.013468013468013467,6000,4,New,
2025-03-05,Plant A,M03,Assembly,Morning,Hugo,257,1.4,5,No,317,0.825,0.019455252918287938,6000,11,Old,
2025-03-05,Plant A,M04,Packaging,Morning,Liam,347,0.3,4,No,372,0.9625,0.011527377521613832,6000,5,Mid-life,
2025-03-05,Plant A,M05,Packaging,Afternoon,Ethan,304,1.1,7,No,366,0.8625,0.023026315789473683,6000,6,Mid-life,
2025-03-05,Plant B,M06,Cutting,Afternoon,Nathan,232,1.2,5,No,285,0.85,0.021551724137931036,4200,7,Mid-life,
2025-03-05,Plant B,M07,Assembly,Afternoon,Ella,206,1.6,7,No,265,0.8,0.03398058252427184,4200,12,Old,
2025-03-05,Plant B,M08,Assembly,Night,Harper,197,1.5,6,No,251,0.8125,0.030456852791878174,4200,4,New,
2025-03-05,Plant B,M09,Packaging,Night,Lina,243,1.0,7,No,289,0.875,0.02880658436213992,4200,8,Mid-life,
2025-03-06,Plant A,M05,Packaging,Morning,Sofia,349,0.7,4,No,391,0.9125,0.011461318051575931,6000,6,Mid-life,
2025-03-06,Plant B,M06,Cutting,Morning,Emma,293,0.5,3,No,313,0.9375,0.010238907849829351,4200,7,Mid-life,
2025-03-06,Plant B,M07,Assembly,Morning,Ava,209,2.0,5,No,279,0.75,0.023923444976076555,4200,12,Old,
2025-03-06,Plant B,M08,Assembly,Morning,Lucas,259,0.7,4,No,288,0.9125,0.015444015444015444,4200,4,New,
